journal_id	publisher	issn	eissn	jif	category	edition	quartile	source_level	source_name	source_url	retrieved_on	source_artifact_sha256
circulation	LIPPINCOTT WILLIAMS & WILKINS	0009-7322	1524-4539	41.3	PERIPHERAL VASCULAR DISEASE	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
ca-cancer-j-clin	WILEY	0007-9235	1542-4863	685.2	ONCOLOGY	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
nature-reviews-molecular-cell-biology	NATURE PORTFOLIO	1471-0072	1471-0080	118.0	CELL BIOLOGY	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
nature-reviews-microbiology	NATURE PORTFOLIO	1740-1526	1740-1534	104.6	MICROBIOLOGY	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
nature-reviews-clinical-oncology	NATURE PORTFOLIO	1759-4774	1759-4782	94.6	ONCOLOGY	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
nature-reviews-drug-discovery	NATURE PORTFOLIO	1474-1776	1474-1784	91.2	BIOTECHNOLOGY & APPLIED MICROBIOLOGY	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
nature-reviews-drug-discovery	NATURE PORTFOLIO	1474-1776	1474-1784	91.2	PHARMACOLOGY & PHARMACY	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
signal-transduction-targeted-therapy	SPRINGERNATURE	2095-9907	2059-3635	81.2	BIOCHEMISTRY & MOLECULAR BIOLOGY	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
signal-transduction-targeted-therapy	SPRINGERNATURE	2095-9907	2059-3635	81.2	CELL BIOLOGY	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
annals-of-oncology	ELSEVIER	0923-7534	1569-8041	80.4	ONCOLOGY	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
nature-reviews-disease-primers	NATURE PORTFOLIO	2056-676X	2056-676X	79.8	MEDICINE, GENERAL & INTERNAL	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
world-psychiatry	WILEY	1723-8617	2051-5545	79.5	PSYCHIATRY	SCIE, SSCI	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
nature-reviews-cancer	NATURE PORTFOLIO	1474-175X	1474-1768	60.7	ONCOLOGY	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
nature-reviews-genetics	NATURE PORTFOLIO	1471-0056	1471-0064	51.4	GENETICS & HEREDITY	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
nature-reviews-cardiology	NATURE PORTFOLIO	1759-5002	1759-5010	50.2	CARDIAC & CARDIOVASCULAR SYSTEMS	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
nature-reviews-immunology	NATURE PORTFOLIO	1474-1733	1474-1741	47.1	IMMUNOLOGY	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
european-heart-journal	OXFORD UNIV PRESS	0195-668X	1522-9645	45.3	CARDIAC & CARDIOVASCULAR SYSTEMS	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
journal-of-clinical-oncology	LIPPINCOTT WILLIAMS & WILKINS	0732-183X	1527-7755	44.7	ONCOLOGY	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
nature-reviews-bioengineering	SPRINGERNATURE	N/A	2731-6092	42.7	ENGINEERING, BIOMEDICAL	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
nature-reviews-bioengineering	SPRINGERNATURE	N/A	2731-6092	42.7	MATERIALS SCIENCE, BIOMATERIALS	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
molecular-cancer	BMC	N/A	1476-4598	42.2	BIOCHEMISTRY & MOLECULAR BIOLOGY	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
molecular-cancer	BMC	N/A	1476-4598	42.2	ONCOLOGY	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
journal-of-hepatology	ELSEVIER	0168-8278	1600-0641	40.1	GASTROENTEROLOGY & HEPATOLOGY	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
nature-reviews-endocrinology	NATURE PORTFOLIO	1759-5029	1759-5037	39.1	ENDOCRINOLOGY & METABOLISM	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
nature-nanotechnology	NATURE PORTFOLIO	1748-3387	1748-3395	37.5	MATERIALS SCIENCE, MULTIDISCIPLINARY	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
nature-nanotechnology	NATURE PORTFOLIO	1748-3387	1748-3395	37.5	NANOSCIENCE & NANOTECHNOLOGY	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
lancet-diabetes-endocrinology	ELSEVIER SCIENCE INC	2213-8587	2213-8595	36.3	ENDOCRINOLOGY & METABOLISM	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
physiological-reviews	AMER PHYSIOLOGICAL SOC	0031-9333	1522-1210	35.7	PHYSIOLOGY	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
nature-reviews-rheumatology	NATURE PORTFOLIO	1759-4790	1759-4804	33.7	RHEUMATOLOGY	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
molecular-plant	CELL PRESS	1674-2052	1752-9867	32.7	BIOCHEMISTRY & MOLECULAR BIOLOGY	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
molecular-plant	CELL PRESS	1674-2052	1752-9867	32.7	PLANT SCIENCES	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
nature-reviews-neurology	NATURE PORTFOLIO	1759-4758	1759-4766	31.2	CLINICAL NEUROLOGY	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
cell-research	SPRINGERNATURE	1001-0602	1748-7838	31.1	CELL BIOLOGY	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
gastroenterology	W B SAUNDERS CO-ELSEVIER INC	0016-5085	1528-0012	29.7	GASTROENTEROLOGY & HEPATOLOGY	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
cancer-discovery	AMER ASSOC CANCER RESEARCH	2159-8274	2159-8290	29.5	ONCOLOGY	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
european-urology	ELSEVIER	0302-2838	1873-7560	29.1	UROLOGY & NEPHROLOGY	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
nature-reviews-neuroscience	NATURE PORTFOLIO	1471-003X	1471-0048	29.0	NEUROSCIENCES	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
cancer-communications	AMER ASSOC ADVANCEMENT SCIENCE	N/A	2523-3548	28.4	ONCOLOGY	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
lancet-public-health	ELSEVIER SCI LTD	2468-2667	2468-2667	26.5	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH	SCIE, SSCI	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
nature-aging	SPRINGERNATURE	N/A	2662-8465	25.0	CELL BIOLOGY	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
nature-aging	SPRINGERNATURE	N/A	2662-8465	25.0	GERIATRICS & GERONTOLOGY	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
nature-aging	SPRINGERNATURE	N/A	2662-8465	25.0	NEUROSCIENCES	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
jama-internal-medicine	AMER MEDICAL ASSOC	2168-6106	2168-6114	26.3	MEDICINE, GENERAL & INTERNAL	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
trends-cell-biology	CELL PRESS	0962-8924	1879-3088	25.3	CELL BIOLOGY	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
jama-oncology	AMER MEDICAL ASSOC	2374-2437	2374-2445	23.9	ONCOLOGY	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
cellular-molecular-immunology	CHIN SOCIETY IMMUNOLOGY	1672-7681	2042-0226	23.9	IMMUNOLOGY	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
jama-neurology	AMER MEDICAL ASSOC	2168-6149	2168-6157	23.6	CLINICAL NEUROLOGY	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
cancer-research	AMER ASSOC CANCER RESEARCH	0008-5472	1538-7445	22.6	ONCOLOGY	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
lancet-global-health	ELSEVIER SCI LTD	2214-109X	2214-109X	22.5	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH	SCIE, SSCI	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
jacc	ELSEVIER SCIENCE INC	0735-1097	1558-3597	22.3	CARDIAC & CARDIOVASCULAR SYSTEMS	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
lancet-microbe	ELSEVIER	N/A	2666-5247	21.9	INFECTIOUS DISEASES	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
lancet-microbe	ELSEVIER	N/A	2666-5247	21.9	MICROBIOLOGY	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
trends-cancer	CELL PRESS	2405-8033	2405-8025	21.6	ONCOLOGY	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
lancet-psychiatry	ELSEVIER SCI LTD	2215-0366	2215-0374	21.1	PSYCHIATRY	SCIE, SSCI	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
lancet-planetary-health	ELSEVIER SCI LTD	N/A	2542-5196	20.5	ENVIRONMENTAL SCIENCES	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
lancet-planetary-health	ELSEVIER SCI LTD	N/A	2542-5196	20.5	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH	SCIE, SSCI	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
npj-digital-medicine	NATURE PORTFOLIO	2398-6352	2398-6352	18.0	HEALTH CARE SCIENCES & SERVICES	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
npj-digital-medicine	NATURE PORTFOLIO	2398-6352	2398-6352	18.0	MEDICAL INFORMATICS	SCIE	Q1	secondary_institutional_jcr_repost	忻州师范学院科研部公开转载：2026年度JCR期刊名单-前600名.xlsx	https://keyan.xztu.edu.cn/info/1024/3283.htm	2026-08-03	70a1e9a33182cd524eb50c28be7862e11ad28b76a5aefa64d05cd4769eef2d81
